date,id_bike,trip_time,distance,max_speed,velocity,odo,ride_time
2021-09-27,2,1.14,23.15,48.5,20.3070175438597,1104.07,61.4341666666666
2021-09-28,2,1.225,22.4,51.3,18.2857142857143,1126.47,62.6591666666666
2021-09-30,2,1.49444444444444,32,47.4,21.4126394052045,1158.47,64.1536111111111
2021-10-01,2,0.715555555555556,14.82,55.6,20.7111801242236,1173.29,64.8691666666666
2021-10-05,2,1.6775,31.35,54.7,18.6885245901639,1204.64,66.5466666666666
2021-10-07,2,1.53277777777778,27.77,49.9,18.1174338528452,1232.41,68.0794444444444
2021-10-08,2,0.755833333333333,15.23,55.2,20.1499448732084,1247.64,68.8352777777777
2021-10-09,2,1.27194444444444,24.12,55.1,18.9630923782486,1271.76,70.1072222222222
2021-10-15,2,0.666111111111111,14.89,50.6,22.3536280233528,1286.65,70.7733333333333
2021-10-19,2,1.44,26.95,50.3,18.7152777777778,1313.6,72.2133333333333
2021-10-20,2,0.707777777777778,15.1,47.5,21.3343799058085,1328.7,72.9211111111111
2021-10-21,2,1.78,27.59,41.5,15.5,1356.29,74.7011111111111
2021-10-22,2,0.731666666666667,14.71,53.4,20.1047835990888,1371.0,75.4327777777777
2021-10-25,2,1.08277777777778,21.39,40.7,19.7547460236018,1392.39,76.5155555555555
2021-10-26,2,2.25388888888889,23.24,50.3,10.3110672911018,1415.63,78.7694444444444
2021-10-27,2,3.42333333333333,64.61,52.5,18.873417721519,1480.24,82.1927777777777
2021-11-04,2,0.866666666666667,11.7,31,13.5,1491.94,83.0594444444444
2021-11-05,2,2.37416666666667,49,53.6,20.6388206388206,1540.94,85.4336111111111
2021-11-09,1,1.07,18.33,46.5,17.1308411214953,5282.14,288.093333333333
2021-11-10,2,0.72,13.77,49.7,19.125,1554.71,86.1536111111111
2021-11-12,2,1.14166666666667,23.37,56.8,20.4700729927007,1578.08,87.2952777777777
2021-11-17,2,1.20972222222222,26.5,54.3,21.9058553386912,1604.58,88.505
2021-11-24,2,1.25972222222222,23.58,44.5,18.7184123484014,1628.16,89.7647222222222
2021-11-25,1,0.791388888888889,17.24,47.2,21.7844857844858,5299.38,288.884722222222
2021-11-29,1,2.59444444444444,52.83,68.5,20.3627408993576,5352.21,291.479166666667
2021-11-30,1,0.455555555555556,11.64,45.7,25.5512195121951,5363.85,291.934722222222
2021-12-01,2,1.02333333333333,19.24,51,18.8013029315961,1647.4,90.7880555555555
2021-12-02,1,1.16277777777778,20.64,50.7,17.7505972288581,5384.49,293.0975
2021-12-07,2,1.56916666666667,28.53,50.4,18.1816250663834,1675.93,92.3572222222222
2021-12-08,2,2.20333333333333,38.68,49.4,17.5552193645991,1714.61,94.5605555555555
2021-12-13,2,1.90638888888889,39.77,53.8,20.8614308611394,1754.38,96.4669444444444
2021-12-14,2,0.639722222222222,10,50.6,15.6317846287451,1764.38,97.1066666666666
2021-12-16,2,0.692777777777778,10,41.3,14.4346431435445,1774.38,97.7994444444444
2021-12-20,2,1.5,31,50,20.6666666666667,1805.38,99.2994444444444
2021-12-21,2,0.856111111111111,15.64,52.5,18.2686567164179,1821.02,100.155555555556
2021-12-22,2,2.02111111111111,35.94,51.3,17.7822979659153,1856.96,102.176666666667
2021-12-26,2,0.548611111111111,10.27,49.2,18.72,1867.23,102.725277777778
2021-12-31,2,0.695555555555556,7.53,53.5,10.8258785942492,1874.76,103.420833333333
2022-01-12,2,1.21972222222222,26.96,47.7,22.1033933044865,1901.72,104.640555555556
2022-01-13,2,1.27694444444444,27.91,51.7,21.8568631716338,1929.63,105.9175
2022-01-17,1,1.35694444444444,29.65,50.7,21.8505629477995,5414.14,294.454444444444
2022-01-24,2,0.7575,15.23,52.3,20.1056105610561,1944.86,106.675
2022-01-26,1,0.457777777777778,6.81,36.7,14.876213592233,5420.95,294.912222222222
2022-01-27,2,1.23416666666667,23.41,49.1,18.9682646860229,1968.27,107.909166666667
2022-01-30,2,0.550555555555556,10.53,41.1,19.1261352169526,1978.8,108.459722222222
2022-01-31,2,2.21166666666667,39.62,53.5,17.9140919366993,2018.42,110.671388888889
2022-02-01,1,0.123888888888889,2.46,52.6,19.8565022421524,5423.41,295.036111111111
2022-02-02,2,0.687777777777778,14.92,49.5,21.6930533117932,2033.34,111.359166666667
2022-02-05,2,1.36944444444444,27.12,46.1,19.8036511156187,2060.46,112.728611111111
2022-02-08,2,2.57694444444444,39.51,39.2,15.3321116740326,2099.97,115.305555555556
2022-02-09,2,1.63361111111111,31.65,51.9,19.3742560788982,2131.62,116.939166666667
2022-02-10,2,1.28666666666667,20.52,44.9,15.9481865284974,2152.14,118.225833333333
2022-02-12,2,0.781388888888889,14.79,49.6,18.9278350515464,2166.93,119.007222222222
2022-02-14,1,1.54305555555556,25.63,57.2,16.609900990099,5449.04,296.579166666667
2022-02-16,1,1.58583333333333,31.49,45.8,19.8570677877037,5480.53,298.165
