date,id_bike,trip_time,distance,max_speed,velocity,ride_time
,,0.817777777777778,14.81,49.9,18.11,408.149166666667
,,1.79583333333333,35.73,19.9,19.9,409.945
,,0.708888888888889,14.68,46.1,20.71,410.653888888889
,,1.11444444444444,25.13,48.9,22.55,411.768333333334
,,1.16833333333333,22.19,53.2,18.99,412.936666666667
,,0.763055555555556,15.51,55.4,20.33,413.699722222223
,,1.13472222222222,22.25,70.4,19.61,414.834444444445
,,0.852777777777778,15.41,49.4,18.07,415.687222222222
,,2.41833333333333,47.92,67.9,19.82,506.5075
,,1.46972222222222,26.94,46.6,18.33,507.977222222222
,,0.688888888888889,14.58,50.3,21.16,416.376111111111
,,2.92666666666667,51.28,72.4,17.52,510.903888888889
,,1.72166666666667,28.25,57.7,16.41,418.097777777778
,,1.65166666666667,31.11,45.8,18.84,419.749444444445
,,2.40805555555556,49.69,76.8,20.63,513.311944444445
,,1.72333333333333,39,66.7,22.63,515.035277777778
,,0.750555555555556,13.87,67.3,18.48,420.5
,,2.34833333333333,48.97,71.4,20.85,517.383611111111
,,0.811388888888889,15.68,40.8,19.32,518.195
,,2.10472222222222,39.91,47.3,18.96,422.604722222222
,,0.923333333333333,16.37,49.1,17.73,423.528055555556
,,6.33916666666667,74.46,58.2,11.75,429.867222222222
,,0.806666666666667,15.31,43.2,18.98,430.673888888889
,,1.92222222222222,37.2,54.9,19.35,432.596111111111
,,1.63888888888889,46.71,47.2,28.5,519.833888888889
,,0.838888888888889,15.13,44.1,18.04,520.672777777778
,,1.05,25.71,52.7,24.49,521.722777777778
,,0.878888888888889,14.75,47.4,16.78,433.475
,,0.543333333333333,10.54,45.8,19.4,434.018333333334
,,1.44694444444444,24.7,65.4,17.07,435.465277777778
,,0.754444444444445,15.48,39.8,20.52,522.477222222222
,,1.08861111111111,23.61,55,21.69,523.565833333334
,,2.07805555555556,42.05,50.9,20.24,525.643888888889
,,0.964722222222222,19.74,49.9,20.46,526.608611111111
,,1.52861111111111,29.9,54.6,19.56,528.137222222223
,,2.33027777777778,47.12,54.7,20.22,530.4675
,,1.12888888888889,19.57,47.9,17.34,531.596388888889
,,1.53777777777778,27.02,47,17.57,533.134166666667
,,1.25,22.73,44.7,18.18,534.384166666667
,,1.63638888888889,29.77,48.7,18.19,536.020555555556
